run_id,key,value,step,timestamp
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6665.666015625,1499,1747394370195
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6835.89453125,2999,1747394370490
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6883.84130859375,4499,1747394370770
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-7019.40966796875,5999,1747394371045
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6908.0625,7499,1747394371316
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6912.20068359375,8999,1747394380316
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6974.5595703125,10499,1747394380617
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6865.6337890625,11999,1747394380942
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6784.4599609375,13499,1747394381217
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6847.6279296875,14999,1747394381494
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6830.72021484375,16499,1747394390435
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6865.796875,17999,1747394390746
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6877.57470703125,19499,1747394391045
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6818.32373046875,20999,1747394391353
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6824.9345703125,22499,1747394391701
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6781.26806640625,23999,1747394400446
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6741.27392578125,25499,1747394407416
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6745.02783203125,26999,1747394427682
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6709.27099609375,28499,1747394447785
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6746.65771484375,29999,1747394467965
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6719.38671875,31499,1747394493510
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6670.87353515625,32999,1747394510456
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6695.44677734375,34499,1747394530915
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6689.9638671875,35999,1747394550907
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6665.6923828125,37499,1747394571082
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6548.9736328125,38999,1747394597241
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6482.3193359375,40499,1747394616388
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6401.20556640625,41999,1747394634488
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6328.2197265625,43499,1747394653124
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6198.1904296875,44999,1747394673209
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6152.53759765625,46499,1747394699378
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-6035.65771484375,47999,1747394719218
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-5934.9345703125,49499,1747394739091
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-5911.27978515625,50999,1747394757507
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-5854.86328125,52499,1747394774939
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-5810.61328125,53999,1747394800697
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-5871.0107421875,55499,1747394820326
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-5792.62451171875,56999,1747394840404
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-5730.4755859375,58499,1747394860307
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-5650.2314453125,59999,1747394879816
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-5639.9423828125,61499,1747394904933
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-5618.5263671875,62999,1747394923169
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-5532.5517578125,64499,1747394943145
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-5450.01025390625,65999,1747394963210
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-5442.7197265625,67499,1747394983149
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-5492.11767578125,68999,1747395009068
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-5361.345703125,70499,1747395026374
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-5313.93798828125,71999,1747395044211
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-5284.89306640625,73499,1747395064272
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-5221.2646484375,74999,1747395084324
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-5105.80615234375,76499,1747395110375
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-5019.0869140625,77999,1747395129719
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-5045.8994140625,79499,1747395148738
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-4932.5009765625,80999,1747395166714
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-4909.1005859375,82499,1747395185032
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-4816.25439453125,83999,1747395210940
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-4703.1298828125,85499,1747395230473
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-4622.9638671875,86999,1747395250579
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-4587.0595703125,88499,1747395270446
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-4487.61083984375,89999,1747395288770
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-4379.0810546875,91499,1747395313389
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-4305.71435546875,92999,1747395332256
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-4194.17626953125,94499,1747395352331
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-4091.26806640625,95999,1747395372548
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3972.072265625,97499,1747395392586
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3851.23583984375,98999,1747395417646
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3912.76611328125,100499,1747395434607
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3910.87939453125,101999,1747395453795
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3897.67041015625,103499,1747395473712
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3874.21923828125,104999,1747395493716
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3861.36376953125,106499,1747395519821
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3892.432373046875,107999,1747395538427
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3782.77294921875,109499,1747395556439
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3770.405517578125,110999,1747395574508
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3653.255126953125,112499,1747395594537
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3695.211669921875,113999,1747395620782
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3697.600341796875,115499,1747395640261
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3688.938720703125,116999,1747395660075
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3690.43994140625,118499,1747395678945
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3677.06640625,119999,1747395697066
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3666.32666015625,121499,1747395723039
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3685.72900390625,122999,1747395742638
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3746.24365234375,124499,1747395762544
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3714.393798828125,125999,1747395782536
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3744.30029296875,127499,1747395802090
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3745.14599609375,128999,1747395826982
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3710.53955078125,130499,1747395845064
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3729.591064453125,131999,1747395865017
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3773.06298828125,133499,1747395885132
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3862.04150390625,134999,1747395905193
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3862.49267578125,136499,1747395931062
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3842.333251953125,137999,1747395948407
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3837.8515625,139499,1747395966588
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3922.332763671875,140999,1747395986416
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-4037.1953125,142499,1747396006380
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3976.529296875,143999,1747396032737
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3950.707763671875,145499,1747396051860
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3928.042236328125,146999,1747396070857
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3917.682861328125,148499,1747396088759
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3888.70068359375,149999,1747396107409
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3863.92041015625,151499,1747396133556
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3776.948486328125,152999,1747396152937
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3768.542236328125,154499,1747396173106
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3795.508544921875,155999,1747396192838
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3800.828857421875,157499,1747396211123
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3828.690673828125,158999,1747396236118
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3796.69482421875,160499,1747396255610
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3742.225830078125,161999,1747396275695
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3663.46044921875,163499,1747396295607
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3559.28125,164999,1747396315388
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3636.93505859375,166499,1747396340671
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3608.917236328125,167999,1747396358355
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3583.40771484375,169499,1747396377776
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3543.733154296875,170999,1747396397700
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3443.819580078125,172499,1747396417704
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3442.44921875,173999,1747396443901
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3379.453857421875,175499,1747396462428
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3369.40966796875,176999,1747396480702
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3344.779296875,178499,1747396498780
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3333.367919921875,179999,1747396518602
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3319.912841796875,181499,1747396544760
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3333.36865234375,182999,1747396564057
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3247.5234375,184499,1747396583858
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3248.589599609375,185999,1747396602780
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3209.1328125,187499,1747396621097
8febccd5756344139c8cd44b4ff9cc00,charts/episodic_return_rolling_20,-3187.67626953125,188999,1747396646655
